project_code,project_name,project_type,sector,state_name,district_name,latitude,longitude,total_acreage_ha,num_land_parcels,affected_families,project_cost_cr,private_to_govt_ratio,sc_st_land_percentage,multi_crop_irrigated_percentage,required_consent_percentage,non_owner_to_owner_paf_ratio,circle_rate_disparity_ratio,rr_cost_share_percentage,rural_multiplier_factor,district_litigation_rate,revenue_staff_vacancy_rate,avg_s15_resolution_days,days_since_s11,s11_notification_date,primary_delay_cause,delay_probability,delay_target
PRJ-TRA-SUN-2026-4588,Sundargarh Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Odisha,Sundargarh,22.065,84.0144,892.9,874,2578,6852.2,1.94,39.1,12.1,70,0.68,1.88,20.1,2.0,9.2,35.9,69.8,25,2026-08-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0733,0
PRJ-TRA-SUN-2026-4589,Sundargarh Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Odisha,Sundargarh,22.0986,83.9736,335.6,466,786,2579.8,2.51,42.0,8.2,70,0.33,1.91,22.8,1.75,8.7,38.5,70.2,40,2026-08-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0767,0
PRJ-TRA-NAG-2026-4590,Nagpur Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nagpur,21.1668,79.1282,1155.5,1335,2825,8997.2,2.95,13.8,23.9,80,0.78,2.14,29.1,1.5,10.7,13.5,60.6,179,2026-03-25,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3185,0
PRJ-ENE-PUN-2026-4591,Pune Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Pune,18.4672,73.8152,2153.5,1847,5003,13946.8,4.25,11.3,14.5,70,0.05,2.7,20.3,1.0,15.6,31.3,93.9,224,2026-02-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7886,1
PRJ-TRA-VAR-2026-4592,Varanasi National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Varanasi,25.3844,82.9088,210.2,610,1640,1330.8,3.5,13.4,51.7,70,0.43,2.4,21.1,1.75,14.8,43.7,83.2,23,2026-08-28,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8015,1
PRJ-TRA-BEL-2026-4593,Belagavi Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Karnataka,Belagavi,15.8882,74.4647,1152.4,1342,2102,4007.1,2.12,10.6,52.3,70,0.39,1.63,9.2,1.75,9.5,30.8,62.4,222,2026-02-10,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1939,0
PRJ-TRA-CHE-2026-4594,Chennai Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Tamil Nadu,Chennai,13.097,80.3327,381.6,341,570,2393.4,4.31,2.7,20.9,80,0.28,3.03,20.5,1.25,18.1,20.0,80.0,336,2025-10-19,Section 19(2) 12-Month Statutory Deadline Proximity,0.9972,1
PRJ-URB-MYS-2026-4595,Mysuru Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Karnataka,Mysuru,12.2796,76.6869,1516.8,2577,5681,9410.6,3.16,9.5,15.7,80,0.62,1.66,8.8,1.25,10.8,43.7,89.0,297,2025-11-27,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5515,1
PRJ-TRA-NAS-2026-4596,Nashik High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Maharashtra,Nashik,19.9907,73.8473,107.7,140,263,337.0,3.92,14.9,19.5,80,0.91,2.5,18.2,1.5,13.5,21.8,74.7,202,2026-03-02,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8701,1
PRJ-URB-HOO-2026-4597,Hooghly Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,West Bengal,Hooghly,22.9192,88.3706,1001.7,2689,6818,4276.2,3.18,0.9,53.8,80,0.17,1.67,12.1,1.75,10.2,37.1,84.6,315,2025-11-09,Section 19(2) 12-Month Statutory Deadline Proximity,0.9772,1
PRJ-TRA-PUR-2026-4598,Purba Medinipur National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.9651,87.822,181.8,431,1356,1162.2,3.35,0.5,54.5,70,0.44,1.93,17.9,1.5,20.0,22.7,86.2,282,2025-12-12,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.7176,1
PRJ-TRA-NAG-2026-4599,Nagpur High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Maharashtra,Nagpur,21.1793,79.0738,409.6,814,1343,3102.8,2.53,13.7,29.5,70,0.7,1.89,10.1,1.25,12.9,42.2,77.2,281,2025-12-13,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4436,0
PRJ-TRA-NOI-2026-4600,Noida Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Noida,28.5153,77.3248,861.0,1628,4289,5457.7,5.88,0.5,9.8,80,0.27,3.54,5.3,1.25,23.0,35.9,97.9,457,2025-06-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9997,1
PRJ-ENE-PUR-2026-4601,Purba Medinipur Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Purba Medinipur,21.8743,87.791,2181.8,5554,11603,17350.4,2.41,8.5,57.6,70,0.18,1.79,17.9,1.25,16.3,14.2,80.4,126,2026-05-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1304,0
PRJ-URB-SON-2026-4602,Sonbhadra Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Sonbhadra,24.736,83.0318,1876.9,4104,10398,7164.0,2.33,35.2,3.8,80,0.27,1.3,21.1,1.75,5.6,5.6,66.0,87,2026-06-25,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.039,0
PRJ-TRA-SUR-2026-4603,Surat National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Gujarat,Surat,21.1816,72.7853,153.9,217,320,1119.1,4.83,0.5,12.1,70,0.18,3.01,8.0,1.25,20.8,15.1,86.1,457,2025-06-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9966,1
PRJ-TRA-MYS-2026-4604,Mysuru High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Karnataka,Mysuru,12.305,76.6819,231.4,373,638,1002.8,3.83,11.8,20.6,80,0.64,1.63,14.7,1.25,10.2,32.3,74.4,309,2025-11-15,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5017,1
PRJ-TRA-BUR-2026-4605,Burdwan National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,West Bengal,Burdwan,23.1716,87.8269,252.1,524,1378,1066.8,2.71,4.5,61.5,80,0.16,1.38,17.3,1.5,10.5,31.1,67.5,88,2026-06-24,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1549,0
PRJ-TRA-MYS-2026-4606,Mysuru National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Mysuru,12.3363,76.6581,483.0,656,1719,3996.7,2.32,5.5,23.6,80,0.56,1.96,21.6,1.25,8.4,36.7,63.4,410,2025-08-06,Section 19(2) 12-Month Statutory Deadline Proximity,0.9691,1
PRJ-URB-KAN-2026-4607,Kanpur Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.5073,80.2865,2178.5,4656,6715,18401.5,3.69,7.1,28.2,70,0.56,1.8,10.6,1.75,15.8,31.6,79.5,213,2026-02-19,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2545,0
PRJ-TRA-SUR-2026-4608,Surat National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Gujarat,Surat,21.2178,72.8107,465.7,757,2303,3694.7,5.04,0.5,17.4,70,0.07,3.16,20.0,1.25,23.1,12.9,92.3,389,2025-08-27,Section 19(2) 12-Month Statutory Deadline Proximity,0.996,1
PRJ-ENE-HOO-2026-4609,Hooghly Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.9083,88.3505,2016.2,6074,14309,13254.7,3.24,11.8,62.7,0,0.3,1.74,6.1,1.25,16.0,17.2,85.4,251,2026-01-12,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.557,1
PRJ-URB-PUR-2026-4610,Purba Medinipur Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,West Bengal,Purba Medinipur,21.8984,87.7373,1317.0,1666,4024,10531.8,2.08,7.1,62.3,80,0.31,1.88,16.6,1.25,14.6,31.5,77.8,431,2025-07-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9876,1
PRJ-URB-KAN-2026-4611,Kanpur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.5132,80.3959,1763.9,2410,5706,12470.5,4.75,10.9,22.7,70,0.78,2.08,13.4,1.75,17.7,41.4,90.9,273,2025-12-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5509,1
PRJ-WAT-JHA-2026-4612,Jharsuguda Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Jharsuguda,21.8815,84.0804,540.1,701,2129,1757.9,1.85,41.9,15.9,0,0.44,1.73,16.5,2.0,8.9,39.4,76.1,262,2026-01-01,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.309,0
PRJ-TRA-SUR-2026-4613,Surat Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Gujarat,Surat,21.0939,72.7619,322.2,358,951,1315.9,4.3,0.5,25.4,80,0.48,3.13,4.0,1.0,19.3,45.7,86.7,369,2025-09-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9992,1
PRJ-TRA-KAN-2026-4614,Kanpur High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Kanpur,26.371,80.3216,470.1,958,2579,2041.8,3.43,9.0,25.5,70,0.74,2.2,17.9,1.75,15.3,45.1,93.0,112,2026-05-31,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.646,1
PRJ-ENE-PUR-2026-4615,Purba Medinipur Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Purba Medinipur,21.9498,87.7574,2312.0,2803,3376,12060.7,3.55,6.2,56.4,70,0.51,1.91,22.7,1.75,16.3,26.7,80.1,456,2025-06-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.9899,1
PRJ-ENE-PUN-2026-4616,Pune Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Pune,18.5292,73.9161,755.3,921,1717,2586.2,4.06,4.6,9.9,0,0.37,3.06,19.3,1.25,15.4,46.8,91.7,107,2026-06-05,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7668,1
PRJ-TRA-BEN-2026-4617,Bengaluru Urban National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Karnataka,Bengaluru Urban,13.0358,77.6285,142.6,346,571,622.2,5.08,1.9,7.0,70,0.39,3.58,14.6,1.0,22.1,48.0,94.8,385,2025-08-31,Section 19(2) 12-Month Statutory Deadline Proximity,0.9989,1
PRJ-TRA-CUT-2026-4618,Cuttack Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Odisha,Cuttack,20.5232,85.9454,685.3,1408,2554,4103.6,2.98,10.0,23.9,70,0.74,1.74,14.8,1.75,10.9,32.1,89.9,121,2026-05-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0995,0
PRJ-TRA-SAL-2026-4619,Salem High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Tamil Nadu,Salem,11.5916,78.1207,451.9,562,769,2402.4,2.96,4.9,43.5,70,0.42,2.0,9.7,1.5,13.6,16.3,89.5,237,2026-01-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2412,0
PRJ-URB-CUT-2026-4620,Cuttack Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Odisha,Cuttack,20.5165,85.8882,1065.9,1048,1760,4178.4,3.09,19.9,28.9,70,0.69,1.99,24.5,1.75,9.8,33.1,68.2,71,2026-07-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.104,0
PRJ-TRA-NAG-2026-4621,Nagpur Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nagpur,21.1001,79.1637,639.1,1066,1451,2004.2,3.12,10.6,15.5,80,0.53,2.09,4.0,1.25,7.4,36.0,64.0,156,2026-04-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2887,0
PRJ-TRA-NOI-2026-4622,Noida Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Noida,28.4644,77.4689,513.1,882,1638,1521.3,5.43,3.9,16.6,70,0.42,3.59,22.8,1.25,21.9,41.9,109.2,137,2026-05-06,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9272,1
PRJ-TRA-MYS-2026-4623,Mysuru High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Karnataka,Mysuru,12.3736,76.6015,128.2,194,258,1030.2,2.96,1.6,22.9,70,0.41,2.15,14.6,1.75,9.7,26.5,67.6,162,2026-04-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1257,0
PRJ-WAT-NAG-2026-4624,Nagpur Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nagpur,21.2203,79.0258,666.4,1717,2224,4235.5,3.44,11.6,26.2,0,0.61,2.72,19.4,1.75,12.3,16.5,82.5,56,2026-07-26,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.4305,0
PRJ-TRA-KAN-2026-4625,Kanpur High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Kanpur,26.3979,80.2548,461.1,373,524,2877.3,3.29,5.2,22.9,80,0.67,2.17,17.5,1.75,11.9,49.1,86.6,56,2026-07-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3184,0
PRJ-TRA-CHE-2026-4626,Chennai National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Tamil Nadu,Chennai,13.1149,80.3426,455.2,913,1864,1779.2,4.67,6.7,12.2,80,0.42,2.78,19.3,1.25,16.3,6.4,69.8,454,2025-06-23,Section 19(2) 12-Month Statutory Deadline Proximity,0.9974,1
PRJ-WAT-BEN-2026-4627,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,12.9009,77.6148,267.4,554,1634,2252.9,5.06,13.3,13.0,0,0.35,3.41,12.3,1.0,24.0,21.4,86.0,126,2026-05-17,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8737,1
PRJ-TRA-SAL-2026-4628,Salem National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Tamil Nadu,Salem,11.5946,78.2178,600.2,1318,3763,1533.3,3.35,8.4,45.8,80,0.37,2.41,15.9,1.5,16.1,50.1,105.7,79,2026-07-03,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8747,1
PRJ-TRA-GAD-2026-4629,Gadchiroli High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Maharashtra,Gadchiroli,20.2093,80.0658,211.7,515,708,1339.3,2.23,45.8,7.4,80,0.59,1.73,21.5,1.75,7.4,14.4,60.3,264,2025-12-30,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3496,0
PRJ-URB-SUN-2026-4630,Sundargarh Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Odisha,Sundargarh,22.1051,84.0066,426.8,415,710,3442.9,1.74,41.6,10.1,80,0.32,1.51,22.9,2.0,4.9,20.6,43.0,115,2026-05-28,Cadastral Boundary Verification & Normal Progress,0.1016,0
PRJ-TRA-BEL-2026-4631,Belagavi National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Karnataka,Belagavi,15.7748,74.52,733.0,1850,2871,2870.2,2.77,9.9,54.7,70,0.3,1.77,10.7,1.75,9.4,20.6,83.2,363,2025-09-22,Section 19(2) 12-Month Statutory Deadline Proximity,0.8715,1
PRJ-WAT-NAS-2026-4632,Nashik Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nashik,19.9218,73.8299,786.3,767,1294,2920.5,3.41,7.9,21.1,0,0.36,1.87,12.0,1.75,9.8,30.7,64.4,340,2025-10-15,Section 19(2) 12-Month Statutory Deadline Proximity,0.844,1
PRJ-TRA-KUT-2026-4633,Kutch Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Gujarat,Kutch,23.2008,69.6587,575.4,807,1905,3546.0,1.74,24.4,4.5,80,0.64,1.47,25.2,1.75,1.8,12.3,43.7,225,2026-02-07,Cadastral Boundary Verification & Normal Progress,0.1072,0
PRJ-ENE-SUR-2026-4634,Surat Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Gujarat,Surat,21.2439,72.8475,1639.3,2840,5926,4135.0,3.94,1.4,18.3,0,0.37,3.58,22.1,1.25,20.4,25.6,103.1,131,2026-05-12,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8665,1
PRJ-TRA-PUN-2026-4635,Pune High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Maharashtra,Pune,18.5951,73.8918,595.1,905,1144,2567.6,4.33,3.7,31.7,70,0.37,2.77,13.0,1.25,15.8,20.3,79.7,192,2026-03-12,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7487,1
PRJ-ENE-HOO-2026-4636,Hooghly Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.9629,88.3158,800.6,995,2079,6747.2,2.87,11.8,67.6,70,0.28,1.63,12.2,1.25,11.2,12.6,75.1,46,2026-08-05,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.05,0
PRJ-TRA-NOI-2026-4637,Noida National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Noida,28.6125,77.351,618.4,634,1782,3666.1,6.01,0.8,3.1,80,0.23,3.06,16.6,1.0,20.8,26.3,96.5,57,2026-07-25,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8156,1
PRJ-ENE-BHA-2026-4638,Bharuch Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Gujarat,Bharuch,21.6554,72.9192,424.6,648,798,1918.1,3.64,10.2,32.0,0,0.62,2.14,19.5,1.5,12.0,39.6,86.9,355,2025-09-30,Section 19(2) 12-Month Statutory Deadline Proximity,0.9443,1
PRJ-URB-NAN-2026-4639,Nandurbar Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nandurbar,21.4337,74.2093,1348.4,2646,6217,8194.9,1.43,54.7,9.6,80,0.11,1.91,28.7,1.75,9.4,30.5,74.9,68,2026-07-14,Section 41/42 Gram Sabha Consent Impasse,0.5021,0
PRJ-URB-KUT-2026-4640,Kutch Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Gujarat,Kutch,23.2894,69.7297,469.7,645,830,3519.8,1.39,35.8,0.0,70,0.05,1.05,19.1,1.75,5.0,8.4,57.7,228,2026-02-04,Cadastral Boundary Verification & Normal Progress,0.0292,0
PRJ-TRA-AHM-2026-4641,Ahmedabad National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Gujarat,Ahmedabad,23.0817,72.5597,176.1,320,916,1120.2,4.21,4.1,27.4,80,0.37,3.04,11.6,1.25,13.6,36.9,74.5,284,2025-12-10,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9655,1
PRJ-TRA-JHA-2026-4642,Jharsuguda National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Odisha,Jharsuguda,21.9016,84.0154,480.5,451,995,1892.6,2.89,41.9,12.0,70,0.29,2.18,22.4,2.0,8.4,47.4,74.9,46,2026-08-05,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1336,0
PRJ-TRA-SON-2026-4643,Sonbhadra High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Sonbhadra,24.61,82.9853,300.4,672,1145,1155.8,2.46,30.4,0.0,70,0.48,1.23,25.4,1.75,5.3,27.4,64.0,75,2026-07-07,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0209,0
PRJ-TRA-BHA-2026-4644,Bharuch Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.6295,73.0678,1381.3,1071,3139,11374.9,3.8,2.4,33.5,80,0.99,2.57,16.0,1.5,11.2,17.2,68.6,101,2026-06-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3334,0
PRJ-URB-PUR-2026-4645,Purba Medinipur Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,West Bengal,Purba Medinipur,21.871,87.8164,423.2,1431,2260,1418.2,2.64,9.4,58.9,70,0.25,1.77,16.2,1.5,14.2,12.1,66.2,24,2026-08-27,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.053,0
PRJ-TRA-CUT-2026-4646,Cuttack Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Odisha,Cuttack,20.4262,85.95,1139.9,1592,4451,4797.4,2.78,16.7,23.9,70,0.81,1.56,24.3,1.75,10.1,21.3,64.6,251,2026-01-12,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.161,0
PRJ-ENE-NAN-2026-4647,Nandurbar Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Nandurbar,21.4388,74.2384,2379.3,3868,8151,17854.1,2.58,56.4,10.7,0,0.41,1.78,20.6,1.75,11.7,50.2,94.4,92,2026-06-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2039,0
PRJ-ENE-NAN-2026-4648,Nandurbar Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Nandurbar,21.44,74.3155,1014.7,1640,4974,5585.2,2.07,47.4,17.9,0,0.14,2.02,18.1,1.75,4.7,29.3,63.8,319,2025-11-05,Section 19(2) 12-Month Statutory Deadline Proximity,0.8503,1
PRJ-TRA-SUN-2026-4649,Sundargarh National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Odisha,Sundargarh,22.1471,84.0672,804.2,2002,5690,5560.0,1.64,50.1,5.6,80,0.05,1.62,20.1,1.75,9.2,22.3,74.4,130,2026-05-13,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1756,0
PRJ-WAT-KAN-2026-4650,Kanpur Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Kanpur,26.3996,80.3354,315.0,557,992,947.8,2.84,15.3,31.1,0,0.35,2.33,12.4,1.5,17.6,31.2,86.2,264,2025-12-30,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.854,1
PRJ-TRA-SUN-2026-4651,Sundargarh High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Odisha,Sundargarh,22.0799,84.06,467.7,977,2336,1535.3,1.58,44.9,16.3,80,0.41,1.5,22.9,2.0,5.3,11.6,58.5,74,2026-07-08,Cadastral Boundary Verification & Normal Progress,0.0722,0
PRJ-TRA-SUN-2026-4652,Sundargarh Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Odisha,Sundargarh,22.1076,84.0078,422.8,645,780,1719.5,2.25,35.2,11.7,70,0.42,1.51,32.9,1.75,8.5,39.6,80.3,294,2025-11-30,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2663,0
PRJ-WAT-THA-2026-4653,Thane Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Thane,19.2191,73.0546,1465.2,3771,9767,7040.2,5.07,0.7,15.7,0,0.06,3.0,8.5,1.25,18.2,6.0,80.3,187,2026-03-17,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.6771,1
PRJ-WAT-HOO-2026-4654,Hooghly Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Hooghly,22.9392,88.3042,750.7,2231,2861,6090.7,2.28,10.5,69.7,0,0.19,1.74,12.4,1.25,12.4,12.7,76.9,443,2025-07-04,Section 19(2) 12-Month Statutory Deadline Proximity,0.9375,1
PRJ-URB-SUN-2026-4655,Sundargarh Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Odisha,Sundargarh,22.0912,84.0137,2021.4,1516,4539,10030.0,2.51,43.3,2.8,70,0.33,1.61,19.8,1.75,9.5,21.5,76.5,74,2026-07-08,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0459,0
PRJ-WAT-KAN-2026-4656,Kanpur Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Kanpur,26.4585,80.3245,277.9,512,1251,1413.1,3.54,12.3,27.4,0,0.89,2.02,13.2,1.25,14.7,35.8,89.3,187,2026-03-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.308,0
PRJ-WAT-BUR-2026-4657,Burdwan Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Burdwan,23.2633,87.796,365.5,1220,3566,2454.2,2.13,7.4,62.1,0,0.3,1.38,12.0,1.5,10.6,20.3,55.6,428,2025-07-19,Section 19(2) 12-Month Statutory Deadline Proximity,0.893,1
PRJ-TRA-MYS-2026-4658,Mysuru Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Karnataka,Mysuru,12.3301,76.5866,1140.8,2236,6933,9080.8,3.08,10.7,22.2,70,0.55,1.98,4.4,1.75,10.4,39.4,76.6,56,2026-07-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0877,0
PRJ-TRA-NAG-2026-4659,Nagpur Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nagpur,21.142,79.1086,1282.3,1598,3575,6860.8,3.38,16.0,27.6,70,0.45,1.75,12.3,1.25,11.8,6.1,64.8,334,2025-10-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.7751,1
